Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000103,Ballyclare
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000104,Dunsilly
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000105,Glengormley Urban
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000106,Macedon
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000107,Three Mile Water
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000201,Armagh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000202,Banbridge
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000203,Craigavon
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000204,Cusher
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000205,Lagan River
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000206,Lurgan
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000207,Portadown
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000301,Balmoral
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000302,Black Mountain
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000303,Botanic
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000304,Castle
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000305,Collin
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000306,Court
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000307,Lisnasharragh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000308,Oldpark
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000309,Ormiston
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000310,Titanic
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000401,Ballymoney
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000402,Bann
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000403,Benbradagh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000404,Causeway
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000405,Coleraine
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000406,Limavady
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000407,The Glens
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000501,Ballyarnett
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000502,Derg
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000503,Faughan
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000504,Foyleside
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000505,Sperrin
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000506,The Moor
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000507,Waterside
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000601,Enniskillen
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000602,Erne East
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000603,Erne North
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000604,Erne West
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000605,Mid Tyrone
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000606,Omagh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000607,West Tyrone
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000701,Castlereagh East
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000702,Castlereagh South
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000703,Downshire East
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000704,Downshire West
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000705,Killultagh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000706,Lisburn North
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000707,Lisburn South
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000801,Ballymena
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000802,Bannside
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000803,Braid
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000804,Carrick Castle
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000805,Coast Road
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000806,Knockagh
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000807,Larne Lough
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000901,Carntogher
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000902,Clogher Valley
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000903,Cookstown
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000904,Dungannon
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000905,Magherafelt
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000906,Moyola
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10000907,Torrent
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001001,Crotlieve
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001002,Downpatrick
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001003,Newry
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001004,Rowallane
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001005,Slieve Croob
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001006,Slieve Gullion
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001007,The Mournes
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001101,Ards Peninsula
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001102,Bangor Central
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001103,Bangor East and Donaghadee
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001104,Bangor West
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001105,Comber
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001106,Holywood and Clandeboye
DEA14,District Electoral Area 2014,These 80 District Electoral Areas are an established administrative geography; they were introduced in 2015 and nest within the current 11 Local Government Districts.,N10001107,Newtownards
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000001,Dunsilly_A1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000002,Dunsilly_B1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000003,Dunsilly_A2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000004,Dunsilly_A3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000005,Dunsilly_B2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000006,Dunsilly_A4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000007,Dunsilly_C1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000008,Dunsilly_A5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000009,Dunsilly_A6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000010,Dunsilly_B3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000011,Dunsilly_D1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000012,Dunsilly_D2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000013,Dunsilly_F1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000014,Dunsilly_D3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000015,Dunsilly_C2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000016,Dunsilly_E1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000017,Dunsilly_E2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000018,Dunsilly_E3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000019,Dunsilly_D4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000020,Dunsilly_D5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000021,Dunsilly_E4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000022,Dunsilly_C3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000023,Dunsilly_D6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000024,Dunsilly_C4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000025,Dunsilly_F2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000026,Dunsilly_B4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000027,Dunsilly_F3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000028,Dunsilly_F4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000029,Dunsilly_F5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000030,Dunsilly_B5
